year	month	res.price	res.sales.adj	com.price	com.sales.adj	EMXP	MXSD	TPCP	TSNW	EMXT	EMNT	MMXT	MMNT	MNTM	DT90	DX32	DT00	DT32	DP01	DP05	DP10	MDPT	VISIB	WDSP	MWSPD	GUST	HTDD	CLDD	LABOR	EMP	UNEMP	UNEMPRATE	PCINCOME	GSP
2008	1	11.05	8346.39	9.63	6191.09	2.03	0	4.505	0	84.01	37.65	75.4	54.45	64.93	0	0	0	1.18	5.56	2.67	1.17	49.49	9.05	7.06	12.97	19.8	314.12	13.4	9196485	8733489	462996	5	39992.22	770940
2008	2	10.96	7201	9.65	5740.19	1.68	0	3.776	0	86.37	41.77	76.41	56.27	66.34	0.12	0	0	0.24	5.33	2.5	1.39	53.49	9.13	6.57	12.75	19.54	189.45	34.92	9198724	8719858	478866	5.2	39992.22	770940
2008	3	11.16	6842.21	9.83	5737.72	1.71	0	3.055	0	87.73	45.48	80.73	61.04	70.91	0.12	0	0	0	3.89	1.94	1.11	53.79	9.29	7.65	13.86	20.68	154.44	36.22	9198990	8701011	497979	5.4	39992.22	770940
2008	4	11.31	6979.79	9.86	5921.83	0.96	0	1.809	0	94.3	56.53	87.18	67.78	77.48	9.29	0	0	0	3.33	1.22	0.44	57.69	9.45	7.13	13.37	19.95	59.35	76.83	9199382	8678489	520893	5.7	39992.22	770940
2008	5	11.4	7826.73	9.95	6333.88	1.9	0	6.866	0	94.87	68.2	90.36	72.79	81.57	18.06	0	0	0	10.17	4.83	2	63.84	9.4	7.54	13.63	19.79	2.99	224.32	9201544	8654457	547087	5.9	39992.22	770940
2008	6	11.58	10085.74	9.98	7073.46	1.93	0	8.554	0	94.15	68.94	89.82	73.77	81.82	16.82	0	0	0	11.94	6.33	3	69.85	9.41	5.53	13.4	20.82	0.08	316.62	9206175	8630845	575330	6.2	39992.22	770940
2008	7	11.75	10293.86	10.1	7064.96	3.6	0	10.769	0	95.24	69.95	89.59	74.96	82.26	17.18	0	0	0	12.22	5.33	2.89	71.37	9.3	4.88	12.44	20.5	0	335	9211717	8607303	604414	6.6	39992.22	770940
2008	8	12.11	10481.27	10.5	7061.54	1.49	0	3.883	0	92.64	63.03	88.48	73.44	80.95	11.53	0	0	0	6.39	2.5	1	72.35	9.14	6.59	13.58	22.31	0	351.32	9215703	8581875	633828	6.9	39992.22	770940
2008	9	12.08	10616.79	10.37	7290.64	1.71	0	4.521	0	89.95	43.31	82.42	64.83	73.64	1.53	0	0	0.12	6.28	3.11	1.5	69.97	9.52	6.99	12.61	19.74	0.8	303.43	9216123	8550909	665214	7.2	39992.22	770940
2008	10	12.09	8505.39	10.52	6553.44	0.86	0	1.424	0	87.3	38.12	74.46	52.98	63.74	0.18	0	0	1.18	2.56	0.83	0.33	61	9.53	7.08	12.58	19.26	67.49	151.22	9211877	8511125	700752	7.6	39992.22	770940
2008	11	11.97	6875.92	10.53	6048.96	1.1	0	1.55	0	82.41	38.66	74.08	54.45	64.23	0.12	0	0	1.12	2.72	0.94	0.28	51.56	9.62	6.35	11.74	18.57	233.6	28.49	9202528	8461341	741187	8.1	39992.22	770940
2008	12	11.98	7528.57	10.57	5892.31	0.72	0	1.459	0	81.34	30.14	70.39	48.24	59.31	0	0	0	3.47	3.28	0.83	0.39	53.93	9.05	6.34	11.96	18.8	212.49	16.43	9189256	8403601	785655	8.5	39992.22	770940
2009	1	12.58	7855.44	11.07	6067.19	0.74	0	1.102	0	82.34	29.07	71.04	48.18	59.62	0	0	0	2.88	1.89	0.72	0.22	47.42	9.26	6.39	12.33	18.99	341.92	7.48	9174390	8342876	831514	9.1	37479.48	722825
2009	2	12.74	7772.4	11.38	5494.85	1.2	0	2.582	0	86.76	37.28	77.57	56.42	66.98	0.18	0	0	0.59	3.5	1.67	0.94	46.03	9.53	6.86	12.77	19.27	298.68	3.79	9161031	8285939	875092	9.6	37479.48	722825
2009	3	12.6	6660.65	11.16	5550.77	1.67	0	3.206	0	89.48	43.94	81.37	61.08	71.23	1.35	0	0	0.06	3	1.5	0.89	54.25	9.4	7.51	13.74	20.03	145.89	31.4	9151372	8239221	912151	10	37479.48	722825
2009	4	12.38	6646.8	10.89	5879.79	2.84	0	9.977	0	92.74	61.77	86.04	68.93	77.48	6.88	0	0	0	10.78	6.06	2.78	57.85	9.46	8.14	14.55	21.27	54.53	87.5	9145102	8204633	940469	10.3	37479.48	722825
2009	5	12.26	7740.82	10.73	6326.43	1.6	0	5.872	0	97.88	66.9	90.96	73.79	82.38	19.59	0	0	0	8.83	3.83	1.94	66.77	9.43	6.75	13.38	20.37	5.09	213.19	9139428	8178608	960820	10.5	37479.48	722825
2009	6	12.23	9367.05	10.57	6845.36	1.69	0	7.031	0	94.95	68.71	90.53	74.54	82.51	20.41	0	0	0	11.39	5	1.89	71.17	9.27	5.68	12.67	20.6	0	352.22	9132122	8157108	975014	10.7	37479.48	722825
2009	7	12.36	10874.48	10.57	7233.42	1.6	0	6.339	0	94.76	69.86	90.69	75.2	82.95	22.47	0	0	0	11.67	3.89	1.61	71.83	9.49	5.06	12.29	20.41	0	370.43	9121295	8136019	985276	10.8	37479.48	722825
2009	8	12.25	10491.42	10.5	7087.87	2.37	0	6.747	0	92.81	63.29	88.96	73.75	81.36	13.41	0	0	0	9.78	4.11	1.89	72.42	9.5	4.89	11.8	19.71	0	372.5	9107134	8113635	993499	10.9	37479.48	722825
2009	9	12.34	10051.49	10.51	7161.17	1.07	0	2.521	0	93.22	48.58	85.66	68.19	76.93	9.35	0	0	0	3.94	1.67	0.67	71.58	9.52	4.93	11.06	18.24	1.05	315.81	9092846	8092134	1000712	11	37479.48	722825
2009	10	12.34	9089.24	10.63	6807.62	1.33	0	2.394	0	85.84	42.58	77.3	58.8	68.06	0.29	0	0	0.06	3.33	1.28	0.89	66.54	9.54	5.76	11.18	18	42.2	237.59	9082164	8074964	1007200	11.1	37479.48	722825
2009	11	12.49	7549.17	10.85	6290.85	1.95	0	5.168	0	84.06	37.93	71.4	54.33	62.88	0.06	0	0	0.65	6.83	3.11	1.78	57.24	9.39	6.13	11.26	18.07	145.48	59.02	9081076	8067589	1013487	11.2	37479.48	722825
2009	12	12.22	7484.72	10.63	6164.7	1.54	0	3.599	0	80.94	26.13	64.91	44.05	54.46	0	0	0	7	5.17	2.39	1.06	54.28	9.18	6.91	12.54	19.81	275.24	39.37	9092393	8073744	1018649	11.2	37479.48	722825
2010	1	9.34	9665.2	7.52	6100.89	1.54	0	3.855	0	76.77	34.05	64.59	44.86	54.75	0	0	0	3.41	6.67	2.78	0.89	42.65	9.4	6.99	12.81	19.8	506.44	9.99	9114179	8093722	1020457	11.2	38088.52	723549
2010	2	11.49	7757.75	10.09	5541.87	2.33	0	5.855	0	81.11	36.36	70.7	50.42	60.56	0	0	0	0.82	6.39	4	1.61	42.97	9.56	7.1	13.43	20.39	439.27	3.42	9140677	8122875	1017802	11.1	38088.52	723549
2010	3	11.54	7412.44	10.16	5370.1	1.9	0	3.918	0	87.26	50.87	80.88	61.31	71.07	0	0	0	0	4	2.06	1.44	48.42	9.56	7.29	13.79	20.73	302.53	6.91	9167124	8155204	1011920	11	38088.52	723549
2010	4	11.63	5962.36	10.05	5662.5	1.45	0	3.339	0	94.39	63.76	87.78	70.84	79.33	10.71	0	0	0	4.44	2.06	1.06	59.21	9.52	7	12.89	19.24	40.37	60.08	9190963	8185992	1004971	10.9	38088.52	723549
2010	5	11.55	7346.3	9.94	6338.98	1.63	0	5.649	0	97.55	70.06	92.5	75.19	83.84	25.41	0	0	0	9.83	3.72	1.44	68.91	9.34	6.48	12.3	18.6	0.4	267.39	9210648	8211878	998770	10.8	38088.52	723549
2010	6	11.65	9723.47	9.79	7146.1	1.83	0	5.718	0	97.9	70.65	91.89	76.36	84.09	23.59	0	0	0	8.67	3.94	1.61	73.3	9.57	5.43	12.4	20.29	0	391.34	9226032	8229953	996079	10.8	38088.52	723549
2010	7	11.71	10644.43	9.81	7384.9	2.12	0	8.825	0	96.36	72.87	91.32	76.76	84.03	23.59	0	0	0	12.11	5.67	2.94	74.2	9.59	5.78	12.05	19.35	0	410.48	9238615	8240342	998273	10.8	38088.52	723549
2010	8	11.77	10777.47	9.86	7381.92	1.71	0	4.577	0	95.22	67.64	90.29	73.8	82.06	18.41	0	0	0	6.78	2.44	1.06	75.2	9.53	5.34	12.38	20.05	0	403.12	9250368	8246757	1003611	10.8	38088.52	723549
2010	9	11.73	10012.41	9.85	7314.92	0.22	0	0.463	0	90.1	54.66	85.06	63.76	74.4	1.88	0	0	0	1.39	0.22	0	71.44	9.58	5.85	11.89	18.84	0.24	332.23	9260711	8252260	1008451	10.9	38088.52	723549
2010	10	11.7	7806.73	10	6601.39	1.16	0	2.201	0	85.69	43.13	77.88	56.81	67.33	0.06	0	0	0.29	3.83	1.28	0.56	60.69	9.72	5.56	10.75	17.03	26.69	142.1	9269587	8260377	1009210	10.9	38088.52	723549
2010	11	11.7	6656.93	10.01	6081.64	0.55	0	1.119	0	79.51	27.44	64.5	40.72	52.62	0	0	0	7.41	2.67	0.61	0.11	56.01	9.52	5.96	11.46	18.06	143.34	45.19	9276242	8272523	1003719	10.8	38088.52	723549
2010	12	11.68	7818.17	10.07	5984.81	1.59	0	3.892	0	79.87	29.59	68.29	46.99	57.64	0	0	0	3.12	5.17	2.94	1.5	39.52	9.55	6.9	12.55	19.6	551.17	1.38	9280198	8287874	992324	10.7	38088.52	723549
2011	1	11.33	9199.06	9.77	5837.77	0.73	0	1.561	0	85.02	38.69	74.42	53.96	64.2	0	0	0	1.12	3.06	0.89	0.44	46.85	9.13	6.23	12.34	19.31	406.85	4.8	9289861	8311201	978660	10.5	38923.22	718872
2011	2	11.28	7314.52	9.91	5400.57	2.06	0	4.366	0	88.77	42.58	78.73	57.45	68.08	0.59	0	0	0.12	4.56	2.44	1.56	53.53	8.57	5.94	11.93	18.41	225.38	18.52	9291555	8327538	964017	10.4	38923.22	718872
2011	3	11.46	6285.01	9.92	5608.58	0.85	0	1.649	0	91.53	51.23	85.2	64.16	74.67	5.76	0	0	0	2.83	1.33	0.33	56.45	9.2	7.07	13.57	20.52	115.84	40.01	9290935	8339876	951059	10.2	38923.22	718872
2011	4	11.41	7128.55	9.77	6190.01	1.08	0	1.844	0	94.79	57.16	87.75	67.27	77.51	11.65	0	0	0	2.83	1.44	0.5	62.66	9.48	6.68	12.73	19.07	26.1	153.22	9288074	8347489	940585	10.1	38923.22	718872
2011	5	11.52	8176.14	9.88	6495.19	2.29	0	5.979	0	98.54	67.7	92.05	73.35	82.72	22.35	0	0	0	7.56	3.06	2	63.95	9.49	6.4	12.47	18.75	10.96	225.89	9285434	8353148	932286	10	38923.22	718872
2011	6	11.6	9971.9	9.76	7115.97	2.15	0	6.829	0	96.19	70.17	91.16	75.33	83.25	23.41	0	0	0	9.83	4	2	70.2	9.31	5.85	12.99	20.4	0.01	349.33	9285070	8361155	923915	10	38923.22	718872
2011	7	11.61	10547.07	9.75	7156.91	1.82	0	7.432	0	96.88	71.47	92.53	76.06	84.32	26.82	0	0	0	10.61	4.89	2.39	73.69	9.51	4.88	11.63	19.24	0	383.71	9288412	8375122	913290	9.8	38923.22	718872
2011	8	11.62	11195.19	9.85	7399.82	1.98	0	6.178	0	94.11	67.38	89.27	72.69	80.96	15.47	0	0	0	8.39	3.94	2.33	74.45	9.43	5.15	12.41	20.48	0	413.71	9295166	8395153	900013	9.7	38923.22	718872
2011	9	11.59	10438	9.71	7375.35	2.57	0	6.652	0	88.89	50.18	81.56	63.53	72.54	1.41	0	0	0	6.44	3.28	2.06	71.14	9.44	4.97	11.41	19.2	0.45	299.48	9303890	8419453	884437	9.5	38923.22	718872
2011	10	11.51	8063.35	9.94	6562.77	0.72	0	1.431	0	85.16	44.1	77.6	59.12	68.37	0	0	0	0.29	3.28	0.72	0.22	60.93	9.56	6.73	12.54	20.16	59.58	116.67	9312959	8445358	867601	9.3	38923.22	718872
2011	11	11.56	6491.78	10.07	5907.62	1.01	0	1.909	0	81.58	41.86	74.55	56.04	65.31	0	0	0	0.29	3.06	1.06	0.5	58.19	9.58	7.3	13.01	19.87	122.68	51.88	9319854	8469106	850748	9.1	38923.22	718872
2011	12	11.47	6773.09	9.94	5859.48	0.42	0	0.876	0	82.63	31.51	72.5	50.01	61.23	0	0	0	2.53	1.89	0.67	0.06	55.76	9.39	6.51	11.98	18.73	196.68	24.57	9323847	8488734	835113	9	38923.22	718872
2012	1	11.55	7644.71	9.93	5710.56	1.15	0	2.551	0	85.28	33.47	75.02	57.15	66.08	0.06	0	0	0.94	3.78	1.78	0.83	49.58	9.24	5.61	11.57	18.39	294.42	10.11	9326488	8504662	821826	8.8	38869.94	731319
2012	2	11.33	6797.13	9.85	5609.67	1.27	0	2.46	0	87	44.71	81.35	61.92	71.65	0.06	0	0	0	3.78	1.61	0.56	55.79	9.01	6.43	12.22	19.24	171.84	27.6	9330306	8518777	811529	8.7	38869.94	731319
2012	3	11.09	7165.46	9.53	6039.92	1.43	0	3.288	0	90.12	49.18	82.68	62.35	72.52	1.76	0	0	0	4.56	2.22	1.11	59.73	9.34	7.15	13.41	20.18	45.3	67.27	9336049	8531496	804553	8.6	38869.94	731319
2012	4	11.42	7272.66	9.67	6094.85	2.35	0	5.956	0	94.54	62.76	87.27	69.3	78.29	9.24	0	0	0	7.5	3.44	1.83	58.93	9.57	6.81	13.14	19.8	31.79	89.95	9343328	8543158	800170	8.6	38869.94	731319
2012	5	11	8408.71	9.36	6756.32	5.05	0	12.586	0	94.23	66.55	87.72	72.66	80.19	10.24	0	0	0	10.67	6.06	3.5	67.06	9.5	6.05	12.66	19.53	0.36	231.83	9352722	8556212	796510	8.5	38869.94	731319
2012	6	11.49	9719.34	9.61	6896.68	1.73	0	6.46	0	95.02	70.55	90.67	74.72	82.71	20.65	0	0	0	8.67	4.5	2.22	70.31	9.41	6.99	13.71	21.28	0.01	281.92	9363737	8572197	791540	8.5	38869.94	731319
2012	7	11.31	10906.76	9.46	7309.04	2.55	0	11.21	0	93.8	70.72	89.68	74.85	82.26	18.94	0	0	0	13.61	7.28	3.33	73.09	9.56	4.92	12.06	19.6	0	358.73	9375654	8591475	784179	8.4	38869.94	731319
2012	8	11.49	11242.21	9.56	7284.82	1.93	0	5.97	0	92.8	65.17	88.44	72.82	80.61	10.12	0	0	0	8.44	3.94	1.89	73.52	9.44	5.65	12.94	21.21	0.51	338.26	9387808	8612803	775005	8.3	38869.94	731319
2012	9	11.6	9969.03	9.68	6997.81	1.47	0	3.828	0	90.35	48.42	83.23	66.82	75.04	1.88	0	0	0	5.94	2.56	1.17	70.98	9.56	5.23	11.51	18.52	0.27	279.63	9399827	8634225	765602	8.1	38869.94	731319
2012	10	11.53	8674.68	9.69	6579.52	0.27	0	0.438	0	83.23	41.96	74.61	54.03	64.32	0	0	0	0.41	1.44	0.11	0	63.9	9.54	6.69	12.58	19.92	45.42	162.06	9409185	8652885	756300	8	38869.94	731319
2012	11	11.82	6779.61	10.1	5748.44	1.01	0	2.444	0	82.82	35.41	74.23	54.2	64.24	0	0	0	1.24	4.44	1.78	0.28	53.12	9.3	5.75	10.91	17.02	215.48	12.49	9414404	8667436	746968	7.9	38869.94	731319
2012	12	11.38	7003.36	9.69	5882.4	0.31	0	0.681	0	83.27	41.83	75.32	56.53	65.9	0	0	0	0.18	2.22	0.17	0.06	54.99	9.01	5.84	11.54	18.15	230.21	24.75	9415471	8678497	736974	7.8	38869.94	731319
2013	1	11.2	7547.86	9.42	5792.03	1.48	0	3.548	0	84.42	35.19	74.1	53.8	63.96	0	0	0	1.12	4.61	1.89	0.89	56.38	8.97	6.18	11.84	19.16	184.83	27.61	9413545	8687417	726128	7.7	38401.04	749292
2013	2	11.28	6812.02	9.61	5522.58	0.84	0	1.423	0	85.51	35.76	72.11	49.46	60.81	0.29	0	0	1	2.72	0.78	0.33	52.12	9.29	6.42	12.7	20.04	220.81	24.35	9411761	8697259	714502	7.6	38401.04	749292
2013	3	11.09	7127.01	9.58	5648.22	1.75	0	4.114	0	89.46	52.99	82.17	63.88	73.03	0.94	0	0	0	6.06	2.61	1.5	45.41	9.63	7.01	13.55	20.22	316.65	10.97	9413743	8711150	702593	7.5	38401.04	749292
2013	4	11.05	7370.79	9.31	6062.79	2.28	0	5.754	0	91.98	54.46	84.36	66.06	75.19	4.41	0	0	0	6.72	3.39	1.83	62.38	9.45	6.86	13.29	20.03	43.29	98.89	9421285	8730021	691264	7.3	38401.04	749292
2013	5	11.22	7905.02	9.34	6506.11	2.28	0	8.726	0	93.93	70.59	89.07	74.23	81.63	14.29	0	0	0	11.61	5.61	2.94	63.58	9.5	6.35	12.98	19.83	17.55	154.38	9430924	8749680	681244	7.2	38401.04	749292
2013	6	11.2	9586.46	9.25	7030.57	2.97	0	11.919	0	93.73	70.89	88.77	74.33	81.55	12.76	0	0	0	15.72	7.44	3.72	72.64	9.52	5.58	12.68	20.39	0	310.47	9438799	8766396	672403	7.1	38401.04	749292
2013	7	11.27	10385.94	9.26	7035.93	1.92	0	7.477	0	94.58	71.03	90.43	75.54	82.99	21.29	0	0	0	11.39	4.89	1.83	72.98	9.34	5.37	13.08	21.51	0.01	308.01	9443105	8779304	663801	7	38401.04	749292
2013	8	11.26	10828.96	9.23	7383.96	2.22	0	7.216	0	93.55	68.35	88.76	73.2	80.97	13.71	0	0	0	9.94	4.61	2.44	73.49	9.45	4.82	11.85	20.14	0	351.94	9443588	8789570	654018	6.9	38401.04	749292
2013	9	11.58	10128.14	9.39	7025.52	1.1	0	1.895	0	90.42	56.18	84.72	67.36	76.05	2.76	0	0	0	2.94	1.06	0.44	71.57	9.52	4.94	11.73	19.86	0.01	284.71	9443548	8800233	643315	6.8	38401.04	749292
2013	10	11.25	8886.04	9.37	6740.68	1.7	0	3.632	0	86.67	38.62	77.89	61.08	69.47	0.06	0	0	0.47	5.17	2.11	1.28	64.83	9.58	5.1	10.37	17.57	29.97	166.78	9448481	8814472	634009	6.7	38401.04	749292
2013	11	11.47	7308.22	9.61	6065.91	1.23	0	2.51	0	84.41	44.31	75.95	57.59	66.75	0	0	0	0.47	3.56	1.5	0.78	58.3	9.52	7.47	13.18	20.91	131.3	65.26	9461929	8834001	627928	6.6	38401.04	749292
2013	12	11.31	7697.19	9.44	6095.73	1.32	0.008947745	4.002	0.0082021	81.07	31.47	66.96	47.09	57.03	0	0.117647059	0	4.06	7.78	2.06	0.83	56.77	9.18	6.02	11.65	18.94	192.19	42.95	9483061	8857652	625409	6.6	38401.04	749292
2014	1	11.74	8106.08	9.62	5905.33	1.16	0	3.125	0	83.59	39.32	74.54	54.92	64.75	0	0	0	0.59	5.11	2.33	0.89	45.33	9.03	6.34	12.6	20.21	454.19	11.33	9507622	8882564	625058	6.6	39170.43	769662
2014	2	11.81	7889.37	10.13	5540.05	2.13	0	5.12	0	85	43.78	75.38	55.56	65.46	0.12	0	0	0	5.61	3.28	1.78	55	8.52	5.49	11.78	19.55	221.28	26.96	9529909	8905442	624467	6.6	39170.43	769662
2014	3	11.75	7058.1	10.01	5795.43	2.39	0	5.429	0	89.89	49.71	81.44	62.46	71.93	1.35	0	0	0	4.67	2.72	1.44	54.07	9.23	6.79	13.4	20.92	196.85	26.74	9545526	8923686	621840	6.5	39170.43	769662
2014	4	11.67	6989.11	9.8	6078.54	1.99	0	4.259	0	92.7	57.92	86.17	68.05	77.13	6.88	0	0	0	5.67	2.67	1.28	61.34	9.24	6.91	13.33	20.24	59.86	85.17	9553117	8937222	615895	6.4	39170.43	769662
2014	5	11.76	8126.12	9.79	6634.88	1.62	0	6.933	0	94.94	67.42	89.34	72.35	80.83	14.06	0	0	0	10.11	4.56	2.22	65.2	9.38	6.48	12.91	19.97	11.45	204.45	9555954	8949213	606741	6.3	39170.43	769662
2014	6	12	9218.26	9.84	6831.94	1.77	0	7.219	0	94.94	69.83	90.35	74.49	82.42	20.18	0	0	0	11.5	5.17	2.17	70.86	9.59	5.31	12.68	21.65	0.16	299.35	9559508	8963245	596263	6.2	39170.43	769662
2014	7	11.87	10490.84	9.72	7205.86	1.71	0	6.003	0	96.64	70.4	91.96	75.33	83.66	26.06	0	0	0	9.11	4.11	1.67	72.74	9.43	4.84	12.15	21.12	0.03	353.33	9565722	8979010	586712	6.1	39170.43	769662
2014	8	11.89	11080.32	9.69	7531.44	2.3	0	10.11	0	93.48	67.79	87.81	73.04	80.41	10.06	0	0	0	13.61	6.72	3.22	73.45	9.58	5.04	12.18	21.44	0	391.05	9575363	8995940	579423	6.1	39170.43	769662
2014	9	12.22	10098.41	9.94	7002.05	1.51	0	2.676	0	90.6	55.23	84.09	64.92	74.5	2.82	0	0	0	3.67	1.78	0.72	72.03	9.41	4.82	11.6	20.24	0.83	274.06	9586592	9012670	573922	6	39170.43	769662
2014	10	11.91	8403.81	9.9	6616.7	2.16	0	4.283	0	85.13	38.05	73.81	53.42	63.6	0	0	0	1.18	5.22	2	1.39	63.59	9.48	5.12	10.71	18.61	31.82	155.32	9596198	9027463	568735	5.9	39170.43	769662
2014	11	12.11	6774.81	10.17	5915.05	1.51	0	2.569	0	82.7	39.91	73.18	54.56	63.88	0	0	0	0.65	4.33	1.17	0.56	52.64	9.39	6.88	12.64	20.04	249.57	31.22	9601943	9039217	562726	5.9	39170.43	769662
2014	12	11.82	7348.43	9.92	5852.75	1.55	0	2.819	0	81.85	37.05	70.63	51.59	61.09	0	0	0	1.18	3.78	1.39	1	55.25	8.9	5.48	10.66	17.84	238.42	24.07	9604382	9048215	556167	5.8	39170.43	769662
